date,symbol,price,est_eps_growth,to_buy,sma_10d,sma_50w,sma_100d,sma_200d,sma_50d,std_10d,sma_10d_1weeks_ago,sma_10d_2weeks_ago,sma_10d_1months_ago,sma_10d_2months_ago,sma_10d_3months_ago,sma_10d_4months_ago,sma_10d_5months_ago,sma_10d_6months_ago,sma_10d_7months_ago,sma_10d_11months_ago,month,RnD_expenses,revenues,GP,netIncome,dividendsPaid,open_price,vwap,volume,price_to_vwap,sector,ebitda,income_lag_days,marketCap,total_debt,balance_lag_days,other_expenses,cashcasheq,netDebt,curr_est_eps,curr_est_rev,future_est_rev,EV,max_in_4M,max4M_lag,min_in_4M,min4M_lag,max_minus_min,var_price_to_minmax,maxPercen_4M,max_in_1M,max1M_lag,min_in_1M,min1M_lag,max_minus_min1M,var_price_to_minmax1M,maxPercen_1M,max_in_2W,max2W_lag,min_in_2W,min2W_lag,max_minus_min2W,var_price_to_minmax2W,maxPercen_2W,max_in_8M,max8M_lag,dist_max8M_4M,min_in_8M,min8M_lag,dist_min8M_4M,max_minus_min8M,var_price_minmax8M,maxPercen_8M,ebitdaMargin,Spread1Mby8M,Spread4Mby8M,Spread1Mby4M,debtToPrice,markRevRatio,open_price_to_now,eps_growth,pe,peg,PS_to_PEG,netDebtToPrice,dividend_payout_ratio,EVEbitdaRatio,EVGP,EVRevenues,fwdPriceTosale,fwdPriceTosale_diff,var_sma50D,var_sma100D,var_sma10D,var_sma10D_50D,var_sma50D_100D,var_sma50D_200D,var_sma10D_100D,var_sma10D_200D,relative_std,deriv_1w,deriv_2w,deriv_1m,diff_deriv_1m1w,deriv_2m,deriv2_1_2m,deriv_3m,deriv2_1_3m,deriv2_2_3m,deriv_4m,deriv_5m,deriv_6m,deriv_min4M,deriv_max8M,deriv_min8M,deriv_1w1m_growth,deriv_1m2m_growth,deriv_3m4m_growth,1W_return,price_to_SMA10d_1W,price_to_SMA10d_5M,1M_return,2M_return,3M_return,4M_return,5M_return,6M_return,7M_return,1y_return,1M_1W_growth,2M_1W_growth,1M1W_2M1W_growth,2M_1M_growth,3M_2M_growth,4M_3M_growth,1Y_6M_growth,price_to_sma_10d_ratio,price_to_sma_50d_ratio,price_to_sma_100d_ratio,price_to_sma_200d_ratio,sma_10d_to_sma_50d_ratio,sma_10d_to_sma_100d_ratio,sma_10d_to_sma_200d_ratio,sma_50d_to_sma_100d_ratio,sma_50d_to_sma_200d_ratio,sma_100d_to_sma_200d_ratio,golden_cross,death_cross,smas_above_count,price_above_all_sma,price_below_all_sma,combined_valuation_score,market_cap_quintile,return_to_pe,sma10_yoy_growth
2024-01-18,FTI,19.05,0.3,1,18.98,17.39,20.28,17.92,20.11,0.4,19.48,20.11,19.39,21.15,20.1,20.84,18.32,17.34,14.68,13.86,1,19300000,2072800000,336900000,53000000,-21188467,18.87,18.91,3070600,100.73,energy,225800000,18,8260080000,1969200000,18,-23200000.0,951700000,1017500000,0.12,1897202697,1963800338,9277580000,22.78,76,18.33,8,4.45,0.16,0.2,20.69,29,18.33,8,2.36,0.31,0.09,20.02,13,18.33,8,1.69,0.43,0.05,22.78,76,0,13.11,232,224,9.67,0.61,0.2,0.11,0.24,0.46,0.53,0.24,3.98,0.01,0.3,156.44,529.61,132.9,0.12,-0.4,41.09,27.54,4.48,4.21,0.22,-0.05,-0.06,0.0,-0.06,-0.01,0.12,-0.06,0.06,0.02,-1.72,-2.12,-0.34,1.38,-1.05,-0.71,-0.35,-0.01,0.7,-0.45,0.15,0.29,0.09,-0.05,0.03,4.06,-0.68,-0.22,-0.02,0.98,1.04,-0.02,-0.1,-0.05,-0.09,0.04,0.1,0.3,0.37,0.0,-0.08,-1.06,-0.08,0.05,-0.04,0.25,0.0,-0.05,-0.06,0.06,-0.06,-0.06,0.06,-0.01,0.12,0.13,1,0,2,0,0,188.67,1,-0.0,36.94
2024-01-18,PGR,169.91,0.32,1,166.86,142.34,153.06,142.28,161.49,2.51,163.37,159.03,160.0,159.28,148.81,137.55,129.09,126.31,129.93,139.57,1,0,16883800000,16876200000,1987800000,-68900000,167.47,168.64,2530200,100.75,financial services,2579700000,18,99465314000,7065800000,18,-2838100000.0,99600000,6966200000,2.43,14902356147,17019882209,106431514000,171.71,1,137.59,108,34.12,0.95,0.01,171.71,1,154.38,28,17.33,0.9,0.01,171.71,1,161.56,13,10.15,0.82,0.01,171.71,1,0,111.41,188,80,60.3,0.97,0.01,0.15,0.29,0.57,0.51,0.07,5.89,0.01,0.32,69.93,216.25,36.71,0.07,-0.03,41.26,6.31,6.3,5.84,-0.05,0.05,0.11,0.02,0.03,0.06,0.14,0.09,0.17,0.01,26.16,21.76,9.91,-16.25,5.31,-4.59,7.03,-1.44,1.72,8.09,8.16,7.27,0.3,-1.8,0.31,1.64,0.86,-0.13,0.04,1.04,1.32,0.06,0.07,0.14,0.24,0.32,0.35,0.31,0.22,0.02,0.03,-0.18,0.0,0.07,0.08,-0.1,0.02,0.05,0.11,0.19,0.03,0.09,0.17,0.06,0.14,0.08,1,0,4,1,0,83.43,5,0.0,19.55
2024-01-18,CAH,106.39,0.22,0,105.38,89.78,97.2,92.22,104.27,0.89,103.82,101.78,105.35,103.02,91.84,88.18,90.69,93.77,86.71,78.79,1,0,57445000000,1846000000,353000000,-124000000,104.78,105.41,1279634,100.93,healthcare,673000000,18,25852770000,4723000000,18,16000000.0,4591000000,132000000,1.6,57016580111,56052123729,25984770000,108.85,36,85.82,108,23.03,0.89,0.02,108.39,1,99.03,29,9.36,0.79,0.02,108.39,1,100.36,9,8.03,0.75,0.02,108.85,36,0,80.9,232,124,27.95,0.91,0.02,0.01,0.33,0.82,0.41,0.18,0.45,0.02,0.22,66.6,298.86,664.06,0.01,-0.35,38.61,14.08,0.45,0.46,0.01,0.02,0.09,0.01,0.01,0.07,0.13,0.08,0.14,0.01,10.28,9.22,1.04,-9.24,1.69,0.64,4.85,1.9,3.16,4.55,3.14,2.1,0.19,-0.07,0.11,8.88,-0.38,0.07,0.02,1.02,1.17,0.01,0.03,0.16,0.21,0.17,0.13,0.23,0.35,-0.01,0.01,-2.87,0.02,0.12,0.04,0.19,0.01,0.02,0.09,0.15,0.01,0.08,0.14,0.07,0.13,0.05,1,0,4,1,0,104.54,3,0.0,33.75
2021-01-12,CMI,242.03,0.24,0,230.36,188.8,220.52,195.45,227.74,7.32,224.09,224.04,223.15,229.19,216.32,208.0,200.53,173.32,174.64,163.77,1,255000000,5830000000,1361000000,501000000,-200000000,236.75,239.5,1037660,101.06,industrials,837000000,12,35578410000,4164000000,12,35000000.0,3401000000,763000000,2.81,5177812365,5373953867,36341410000,244.67,64,199.7,110,44.97,0.94,0.01,242.69,0,216.41,29,26.28,0.97,0.0,242.69,0,219.75,8,22.94,0.97,0.0,244.67,64,0,143.32,243,133,101.35,0.97,0.01,0.14,0.26,0.44,0.58,0.12,6.1,0.02,0.24,86.11,366.31,60.02,0.02,-0.4,43.42,26.7,6.23,6.62,0.52,0.06,0.1,0.05,0.01,0.03,0.17,0.04,0.18,0.03,71.76,35.98,18.88,-52.88,6.42,-12.46,8.57,-5.15,2.15,8.51,8.3,11.45,0.38,-0.04,0.41,2.8,1.94,0.01,0.08,1.08,1.21,0.08,0.06,0.12,0.16,0.21,0.4,0.39,0.48,0.0,-0.02,-1.19,-0.03,0.06,0.04,0.06,0.05,0.06,0.1,0.24,0.01,0.04,0.18,0.03,0.17,0.13,1,0,4,1,0,130.63,3,0.0,40.66
2021-01-12,ELV,334.78,1.53,0,325.95,279.98,296.93,282.18,316.46,9.87,312.27,310.01,317.57,310.96,282.14,271.86,275.88,262.0,285.39,276.96,1,0,31824000000,7736000000,551000000,-234000000,337.3,336.6,906526,99.46,healthcare,1092000000,12,82021100000,20035000000,12,6932000000.0,5741000000,14294000000,2.53,30902512789,32971291882,96315100000,340.98,1,244.1,110,96.88,0.94,0.02,340.98,1,298.6,22,42.38,0.85,0.02,340.98,1,308.0,6,32.98,0.81,0.02,340.98,1,0,244.1,110,0,96.88,0.94,0.02,0.03,0.44,1.0,0.44,0.24,2.58,-0.01,1.53,132.23,86.25,33.46,0.17,-0.42,88.2,12.45,3.03,2.49,-0.09,0.06,0.13,0.03,0.03,0.07,0.12,0.1,0.16,0.03,90.04,49.54,17.21,-72.83,11.91,-5.3,17.55,0.17,5.64,15.73,11.78,12.13,0.82,-6.2,0.82,4.23,0.45,0.12,0.07,1.07,1.21,0.05,0.08,0.19,0.23,0.21,0.28,0.17,0.21,-0.02,0.0,-4.96,0.02,0.1,0.04,-0.05,0.03,0.06,0.13,0.19,0.03,0.1,0.16,0.07,0.12,0.05,1,0,4,1,0,79.78,5,0.0,17.69
2021-01-12,CAH,55.99,0.08,0,54.56,51.76,51.15,51.67,54.1,1.29,53.56,54.08,55.44,52.23,47.2,49.71,55.02,50.87,55.87,55.53,1,0,41541000000,1776000000,629000000,-143000000,55.9,55.9,1277900,100.16,healthcare,672000000,12,16349080000,6733000000,12,12000000.0,3737000000,2996000000,1.44,41413466040,40059605972,19345080000,59.19,57,44.65,110,14.54,0.78,0.06,56.99,4,51.93,7,5.06,0.8,0.02,56.99,4,51.93,7,5.06,0.8,0.02,59.46,218,161,44.65,110,0,14.81,0.77,0.06,0.02,0.34,0.98,0.35,0.41,0.39,0.0,0.08,38.81,501.34,1273.85,0.18,-0.23,28.79,10.89,0.47,0.41,0.01,0.03,0.09,0.03,0.01,0.06,0.05,0.07,0.06,0.02,9.72,3.82,0.55,-9.17,1.88,1.33,2.93,1.19,1.05,1.57,0.19,0.85,0.1,-0.02,0.1,16.67,-0.71,0.87,0.05,1.05,1.02,0.01,0.07,0.19,0.13,0.02,0.1,0.0,0.01,-0.03,0.03,-2.33,0.06,0.11,-0.05,-0.08,0.03,0.03,0.09,0.08,0.01,0.07,0.06,0.06,0.05,-0.01,1,0,4,1,0,144.96,2,0.0,-1.75
2023-11-06,HIG,73.97,0.24,1,72.63,72.53,72.15,72.01,71.98,1.35,71.51,71.33,71.21,71.9,73.45,71.26,69.54,69.74,68.64,75.47,11,0,6168000000,4942000000,651000000,-137000000,74.71,74.29,1403332,99.57,financial services,991000000,37,22213191000,4361000000,37,-4129000000.0,111000000,4250000000,1.97,6168922727,6362355800,26463191000,76.83,101,68.82,33,8.01,0.64,0.04,74.72,0,68.92,10,5.8,0.87,0.01,74.72,0,68.92,10,5.8,0.87,0.01,77.84,244,143,64.25,236,203,13.59,0.72,0.05,0.16,0.43,0.59,0.72,0.2,3.6,-0.01,0.24,37.46,156.9,43.57,0.19,-0.21,26.7,5.35,4.29,3.49,-0.11,0.03,0.03,0.02,0.01,-0.0,-0.0,0.01,0.01,0.02,9.84,5.28,2.76,-7.08,1.03,-1.73,0.17,-1.29,-0.86,0.68,0.89,0.71,0.16,-0.02,0.04,2.57,1.67,-0.74,0.03,1.03,1.06,0.04,0.03,0.01,0.04,0.06,0.06,0.08,-0.02,0.0,-0.01,-1.78,-0.01,-0.02,0.03,-0.08,0.02,0.03,0.03,0.03,0.01,0.01,0.01,-0.0,-0.0,0.0,0,1,4,1,0,56.6,3,0.0,-3.76
2023-11-06,JNPR,27.37,0.16,0,26.34,30.11,28.39,29.78,27.3,0.86,25.53,25.75,27.43,28.6,28.68,30.75,30.09,29.73,33.68,32.35,11,288500000,1397800000,810400000,76100000,-70000000,27.2,27.26,2304900,100.39,technology,162400000,37,8736504000,1679200000,37,-4800000.0,1243500000,435700000,0.55,1389793269,1406999892,9172204000,31.69,117,24.87,11,6.82,0.37,0.16,28.56,10,24.87,11,3.69,0.68,0.04,28.56,10,24.87,11,3.69,0.68,0.04,34.53,217,100,24.87,11,0,9.66,0.26,0.26,0.12,0.38,0.71,0.54,0.19,6.25,0.01,0.16,50.12,307.8,49.25,0.05,-0.92,56.48,11.32,6.56,6.21,-0.04,0.0,-0.04,0.04,-0.04,-0.04,-0.08,-0.07,-0.12,0.03,7.36,3.24,-0.06,-7.42,-0.62,-0.56,-0.44,-0.19,0.18,-0.84,-0.54,-0.39,0.23,-0.03,0.23,-123.67,-0.9,-0.48,0.07,1.07,0.91,-0.0,-0.04,-0.05,-0.11,-0.09,-0.08,-0.19,-0.15,-0.07,-0.11,-0.35,-0.04,-0.0,-0.07,-0.08,0.04,0.0,-0.04,-0.08,-0.04,-0.07,-0.12,-0.04,-0.08,-0.05,0,1,2,0,0,106.43,1,-0.0,-18.58
2023-11-06,TRV,169.55,0.7,1,165.69,174.86,167.04,172.76,164.25,3.7,163.55,163.94,164.72,161.24,172.33,172.33,173.95,179.73,169.17,188.18,11,0,10635000000,10635000000,404000000,-229000000,168.41,168.94,1327739,100.36,financial services,739000000,37,38725220000,8031000000,37,-2916000000.0,593000000,7438000000,3.0,10403919535,10181987768,46163220000,176.52,101,157.33,13,19.19,0.64,0.04,173.47,19,157.33,13,16.14,0.76,0.02,170.75,3,157.33,13,13.42,0.91,0.01,185.77,171,70,157.33,13,0,28.44,0.43,0.1,0.07,0.57,0.67,0.84,0.21,3.64,0.01,0.7,56.57,80.81,22.19,0.19,-0.57,62.47,4.34,4.34,3.8,0.16,0.03,0.02,0.02,0.01,-0.02,-0.05,-0.01,-0.04,0.02,24.0,11.22,4.83,-19.17,4.16,-0.68,-0.93,-2.88,-5.08,-0.7,-0.88,-1.7,0.94,-0.09,0.94,3.97,0.16,0.33,0.04,1.04,0.97,0.03,0.05,-0.02,-0.02,-0.03,-0.06,0.0,-0.1,-0.01,0.01,-1.5,0.02,-0.06,0.0,-0.04,0.02,0.03,0.02,-0.02,0.01,-0.01,-0.04,-0.02,-0.05,-0.03,0,1,3,0,0,51.05,4,-0.0,-11.95
2023-11-06,PHM,81.86,0.13,1,75.54,66.03,77.72,69.22,75.46,4.46,71.48,72.28,72.96,79.58,83.31,76.92,67.49,65.83,57.66,44.25,11,0,4003533000,1181159000,638775000,-35361000,82.51,82.26,2345328,99.51,consumer cyclical,849895000,37,17550702140,2406771000,37,16729000.0,1848451000,558320000,2.83,4054059351,4466886652,18109022140,86.16,88,68.8,13,17.36,0.75,0.05,84.25,3,68.8,13,15.45,0.85,0.03,84.25,3,68.8,13,15.45,0.85,0.03,86.16,88,0,52.24,238,225,33.92,0.87,0.05,0.21,0.46,0.51,0.89,0.14,4.38,-0.01,0.13,28.91,214.8,49.0,0.03,-0.06,21.31,15.33,4.52,3.93,-0.45,0.08,0.05,0.08,0.0,-0.03,0.09,-0.03,0.09,0.05,41.52,19.16,8.9,-32.62,1.14,-7.76,-0.48,-4.69,-1.62,1.23,2.87,2.67,1.0,-0.05,0.12,3.67,6.81,-1.39,0.15,1.15,1.21,0.12,0.03,-0.02,0.06,0.21,0.24,0.42,0.85,-0.02,-0.1,-0.8,-0.08,-0.04,0.08,0.49,0.08,0.08,0.05,0.18,0.0,-0.03,0.09,-0.03,0.09,0.12,1,0,4,1,0,70.09,2,-0.0,70.71
2022-04-01,CVX,164.22,0.5,1,165.34,116.51,133.4,118.29,148.43,1.69,163.51,164.54,137.25,130.88,116.53,114.35,113.16,100.34,96.84,102.92,4,0,52314000000,15249000000,6259000000,-2746000000,162.78,163.82,8795300,100.24,energy,12979000000,1,319851786660,29333000000,1,7087000000.0,11671000000,17662000000,3.4,47947333333,58658000000,337513786660,174.76,22,110.73,102,64.03,0.84,0.06,174.76,22,150.05,30,24.71,0.57,0.06,169.69,7,160.5,3,9.19,0.4,0.03,174.76,22,0,92.86,225,123,81.9,0.87,0.06,0.25,0.3,0.78,0.39,0.09,6.11,0.01,0.5,48.36,96.93,15.85,0.06,-0.44,26.0,22.13,6.45,5.45,-0.66,0.11,0.23,-0.01,0.11,0.11,0.25,0.24,0.4,0.01,2.84,-0.64,26.97,24.13,16.67,-10.3,15.9,-5.54,-0.77,12.47,10.21,10.65,0.52,-0.48,0.32,-0.89,0.62,0.28,0.0,1.0,1.45,0.2,0.25,0.41,0.44,0.45,0.64,0.7,0.6,0.19,0.25,-0.23,0.05,0.12,0.02,-0.03,-0.01,0.11,0.23,0.39,0.11,0.24,0.4,0.11,0.25,0.13,1,0,3,0,0,48.36,5,0.01,60.65
2022-04-01,NUE,149.26,0.21,1,149.68,110.09,119.34,112.09,126.01,4.29,141.88,133.05,123.84,98.56,114.36,112.55,107.22,99.34,118.97,79.96,4,0,10364412000,3523201000,2240379000,-116863000,151.26,150.27,2252528,99.33,basic materials,3262419000,91,40533642640,5684811000,91,0.0,2364858000,3319953000,7.19,10455738194,11600977089,43853595640,157.69,7,88.5,67,69.19,0.88,0.06,157.69,7,125.6,24,32.09,0.74,0.06,157.69,7,137.87,11,19.82,0.57,0.06,157.69,7,0,88.5,67,0,69.19,0.88,0.06,0.31,0.46,1.0,0.46,0.14,3.91,-0.01,0.21,20.75,97.34,24.89,0.08,-0.05,13.44,12.45,4.23,3.49,-0.42,0.18,0.25,-0.0,0.19,0.06,0.12,0.25,0.34,0.03,29.52,32.42,25.42,-4.1,25.35,-0.07,11.63,-6.89,-13.72,9.18,8.41,8.32,0.91,-1.2,0.91,0.16,0.0,0.27,0.05,1.05,1.39,0.21,0.51,0.31,0.33,0.39,0.5,0.25,0.87,0.15,0.44,-0.67,0.26,-0.14,0.02,0.24,-0.0,0.18,0.25,0.33,0.19,0.25,0.34,0.06,0.12,0.06,1,0,3,0,0,35.99,4,0.01,87.19
2022-04-01,EXPD,100.02,0.22,0,104.04,120.1,117.08,120.43,106.22,1.88,103.51,101.42,104.79,115.05,131.12,126.53,121.91,121.63,123.61,110.09,4,0,4664298000,545344000,346109000,0,103.73,101.72,1648917,98.33,industrials,484154000,1,16512501840,469766000,1,79536000.0,2139626000,-1669860000,1.72,4214123381,4615559033,14842641840,137.8,106,97.37,25,40.43,0.07,0.38,107.77,11,97.37,25,10.4,0.25,0.08,107.77,11,98.51,0,9.26,0.16,0.08,137.8,106,0,97.37,25,0,40.43,0.07,0.38,0.1,0.26,1.0,0.26,0.03,3.54,-0.04,0.22,58.02,259.74,73.37,-0.1,0.0,30.66,27.22,3.18,3.58,0.04,-0.06,-0.15,-0.04,-0.02,-0.09,-0.12,-0.11,-0.14,0.02,-13.96,-2.8,-4.77,9.19,-7.52,-2.74,-10.37,-2.8,-2.85,-6.63,-4.38,-3.6,0.11,-0.36,0.11,1.93,-0.37,0.56,-0.03,0.97,0.82,-0.05,-0.13,-0.24,-0.21,-0.18,-0.18,-0.19,-0.09,-0.01,-0.1,-0.88,-0.09,-0.12,0.04,0.1,-0.04,-0.06,-0.15,-0.17,-0.02,-0.11,-0.14,-0.09,-0.12,-0.03,0,1,0,0,1,93.91,2,-0.0,-5.5
2022-04-01,VLO,101.27,4.48,1,97.34,76.68,81.37,76.1,88.3,2.69,91.65,88.24,85.54,81.89,72.34,70.21,80.12,68.29,64.4,71.38,4,0,38542000000,1608000000,905000000,-401000000,101.92,101.66,3301800,99.61,energy,2006000000,1,40913080000,3089000000,1,19000000.0,2638000000,451000000,1.69,31639142333,41250118333,41364080000,103.09,1,65.13,102,37.96,0.95,0.02,103.09,1,81.27,30,21.82,0.92,0.02,103.09,1,91.62,10,11.47,0.84,0.02,103.09,1,0,58.85,224,122,44.24,0.96,0.02,0.05,0.49,0.86,0.57,0.08,1.06,-0.01,4.48,59.96,13.38,12.6,0.01,-0.44,20.62,25.72,1.07,0.99,-0.07,0.15,0.24,0.04,0.1,0.09,0.16,0.2,0.28,0.03,38.48,26.06,15.73,-22.75,9.69,-6.04,9.64,-3.04,-0.05,7.76,4.23,5.5,0.35,-1.82,0.19,1.45,0.62,0.24,0.1,1.1,1.26,0.18,0.24,0.4,0.44,0.26,0.48,0.57,0.42,0.07,0.12,-0.4,0.04,0.13,0.03,-0.04,0.04,0.15,0.24,0.33,0.1,0.2,0.28,0.09,0.16,0.07,1,0,4,1,0,29.92,4,0.01,36.37
2022-04-01,TPR,36.11,0.87,0,38.04,41.13,39.88,40.3,38.07,1.05,37.11,35.21,39.93,37.46,40.76,43.58,38.86,38.87,41.61,46.18,4,0,2141200000,1457400000,317900000,-67900000,37.4,36.7,3410400,98.39,consumer cyclical,524900000,90,9384989000,3311900000,90,-3100000.0,1647700000,1664200000,0.41,1423213529,1636479628,11049189000,44.35,113,31.71,24,12.64,0.35,0.23,41.68,30,31.71,24,9.97,0.44,0.15,40.35,3,35.82,0,4.53,0.06,0.12,47.05,130,17,31.71,24,0,15.34,0.29,0.3,0.25,0.65,0.82,0.79,0.35,4.38,-0.03,0.87,87.33,100.3,22.88,0.18,-0.21,21.05,7.58,5.16,5.73,1.35,-0.05,-0.09,-0.05,-0.0,-0.05,-0.06,-0.05,-0.06,0.03,-4.0,1.8,-3.82,0.18,-0.68,3.14,-1.55,1.14,-0.87,-1.87,-0.55,-0.46,0.18,-0.08,0.18,0.05,4.66,-0.17,-0.03,0.97,0.93,-0.1,-0.04,-0.11,-0.17,-0.07,-0.07,-0.13,-0.22,-0.07,-0.01,6.56,0.07,-0.08,-0.06,-0.16,-0.05,-0.05,-0.09,-0.1,-0.0,-0.05,-0.06,-0.05,-0.06,-0.01,0,1,0,0,1,54.06,1,-0.0,-17.63
2022-04-01,XOM,83.12,0.72,1,83.04,64.69,71.98,65.59,79.92,0.91,80.94,82.16,77.64,74.76,60.84,61.92,64.19,57.61,54.51,56.5,4,0,87962000000,25333000000,5480000000,-3760000000,81.99,82.81,18671100,100.37,energy,17627000000,1,351846960000,47537000000,1,-7554000000.0,11074000000,36463000000,2.23,82838586557,111301973667,388309960000,91.51,24,57.96,102,33.55,0.75,0.1,91.51,24,76.25,16,15.26,0.45,0.1,85.49,7,79.74,11,5.75,0.59,0.03,91.51,24,0,52.1,225,123,39.41,0.79,0.1,0.2,0.39,0.85,0.45,0.14,4.0,0.01,0.72,37.28,51.77,12.94,0.1,-0.69,22.03,15.33,4.41,3.16,-0.84,0.04,0.15,0.0,0.04,0.11,0.22,0.15,0.27,0.01,8.72,1.92,5.48,-3.24,4.18,-1.3,7.43,0.97,3.25,5.3,3.79,4.25,0.25,-0.35,0.14,0.59,0.31,0.4,0.03,1.03,1.29,0.07,0.11,0.37,0.34,0.29,0.44,0.52,0.47,0.04,0.08,-0.49,0.04,0.23,-0.02,0.02,0.0,0.04,0.15,0.27,0.04,0.15,0.27,0.11,0.22,0.1,1,0,4,1,0,31.6,5,0.01,46.97
2022-04-01,TGT,210.54,0.08,1,218.53,233.81,225.29,236.82,213.5,4.23,218.45,214.4,201.96,217.93,224.16,247.9,256.55,237.44,249.4,206.14,4,0,30996000000,8235000000,1544000000,-432000000,213.32,211.9,3217100,99.36,consumer defensive,2811000000,62,97690560000,16213000000,62,26000000.0,5911000000,10302000000,2.85,31342999626,24475211309,107992560000,248.85,116,184.0,36,64.85,0.41,0.18,229.19,29,204.95,18,24.24,0.23,0.09,228.46,11,209.61,0,18.85,0.05,0.09,268.98,137,21,184.0,36,0,84.98,0.31,0.28,0.09,0.29,0.76,0.37,0.17,3.15,-0.01,0.08,73.95,950.18,301.48,0.11,-0.28,38.42,13.11,3.48,3.99,0.84,-0.01,-0.07,-0.04,0.02,-0.05,-0.1,-0.03,-0.08,0.02,-31.64,-7.72,8.58,40.22,-3.7,-12.27,-4.54,-6.56,-0.84,-9.34,-9.2,-4.48,0.74,-0.43,0.74,-4.69,-3.32,-0.51,-0.04,0.96,0.82,0.04,-0.03,-0.06,-0.15,-0.18,-0.11,-0.16,0.02,0.08,0.0,33.22,-0.07,-0.03,-0.1,0.15,-0.04,-0.01,-0.07,-0.11,0.02,-0.03,-0.08,-0.05,-0.1,-0.05,0,1,0,0,1,268.91,5,-0.0,6.01
2021-04-20,EXPD,110.45,0.55,1,109.62,89.95,96.83,92.13,101.22,1.09,108.82,106.77,100.49,94.99,94.31,91.18,89.08,92.82,90.25,73.4,4,0,3357540000,441164000,287220000,0,110.87,110.52,712500,99.94,industrials,398502000,20,18689244500,445414000,20,3000000.0,1793393000,-1347979000,1.05,2662829313,3396370467,17341265500,112.71,4,88.82,78,23.89,0.91,0.02,112.71,4,101.37,26,11.34,0.8,0.02,112.71,4,107.14,12,5.57,0.59,0.02,112.71,4,0,85.01,168,90,27.7,0.92,0.02,0.12,0.41,0.86,0.47,0.02,5.57,-0.0,0.55,104.75,190.33,34.19,-0.07,0.0,43.52,39.31,5.16,5.5,-0.06,0.09,0.14,0.01,0.08,0.05,0.1,0.13,0.19,0.01,6.52,7.36,9.96,3.44,7.73,-2.23,5.38,-2.29,-2.35,4.82,4.27,2.94,0.28,-0.56,0.15,-0.35,0.29,0.12,0.01,1.01,1.24,0.1,0.16,0.17,0.21,0.24,0.19,0.22,0.5,0.08,0.15,-0.43,0.06,0.01,0.03,0.26,0.01,0.09,0.14,0.2,0.08,0.13,0.19,0.05,0.1,0.05,1,0,4,1,0,94.48,2,0.0,49.35
2021-06-21,JBHT,159.69,0.35,1,163.06,147.11,161.99,148.43,169.79,3.45,166.75,169.44,174.39,169.22,160.31,146.5,149.35,138.26,130.26,130.0,6,0,2618149000,395231000,146606000,-29597000,157.3,158.72,447900,100.61,industrials,345197000,82,16798754190,1301430000,82,95512000.0,552970000,748460000,1.17,2509028441,2711395528,17547214190,183.8,42,140.88,118,42.92,0.44,0.15,174.28,20,155.11,3,19.17,0.24,0.09,167.78,6,155.11,3,12.67,0.36,0.05,183.8,42,0,119.22,234,116,64.58,0.63,0.15,0.13,0.3,0.66,0.45,0.08,6.42,0.02,0.35,136.99,389.31,60.68,0.04,-0.2,50.83,44.4,6.7,6.2,-0.22,-0.06,-0.01,-0.02,-0.04,0.05,0.14,0.01,0.1,0.02,-28.24,-19.5,-14.7,13.54,-4.77,9.93,-0.21,7.25,4.56,3.3,2.07,3.57,0.16,-0.57,0.17,0.92,2.08,-1.06,-0.04,0.96,1.07,-0.08,-0.06,-0.0,0.09,0.07,0.15,0.23,0.23,-0.04,-0.01,2.0,0.03,0.06,0.09,0.06,-0.02,-0.06,-0.01,0.08,-0.04,0.01,0.1,0.05,0.14,0.09,1,0,1,0,0,155.38,2,-0.0,25.43
2021-06-21,EXPD,123.45,0.55,1,123.96,98.33,108.3,99.84,118.02,1.5,124.28,124.07,119.45,109.88,100.49,94.99,94.31,91.64,89.08,78.43,6,0,3357540000,441164000,287220000,0,121.51,122.51,888800,100.77,industrials,398502000,82,20888974500,445414000,82,3000000.0,1793393000,-1347979000,1.05,2662829313,3396370467,19540995500,126.57,20,91.1,118,35.47,0.91,0.03,126.57,20,120.5,3,6.07,0.49,0.03,126.29,7,120.5,3,5.79,0.51,0.02,126.57,20,0,85.01,230,112,41.56,0.92,0.03,0.12,0.15,0.85,0.17,0.02,6.22,0.02,0.55,117.08,212.73,34.19,-0.06,0.0,49.04,44.29,5.82,6.15,-0.07,0.05,0.14,-0.0,0.05,0.09,0.18,0.14,0.24,0.01,-3.32,-1.24,4.0,7.32,6.79,2.79,7.65,1.83,0.87,7.12,5.83,5.3,0.27,-0.16,0.17,-1.83,-0.41,0.08,-0.01,0.99,1.31,0.03,0.12,0.23,0.3,0.31,0.35,0.39,0.57,0.04,0.13,-0.69,0.09,0.09,0.06,0.17,-0.0,0.05,0.14,0.24,0.05,0.14,0.24,0.09,0.18,0.08,1,0,3,0,0,105.79,2,0.0,58.05
