date,stock,target,market_cap,price,price_1Y,price_6M,i_revenue,i_inc_lag_days,i_costOfRevenue,i_grossProfit,i_netIncome,i_otherExpenses,i_eps,i_ebitda,i_researchAndDevelopmentExpenses,i_interestIncome,b_cashAndCashEquivalents,b_totalDebt,b_bal_lag_days,b_netDebt,b_totalAssets,b_otherCurrentAssets,b_totalLiabilities,b_totalEquity,b_cashAndShortTermInvestments,b_netReceivables,b_totalCurrentLiabilities,b_totalStockholdersEquity,c_debtRepayment,c_lag_days,c_freeCashFlow,c_dividendsPaid,c_otherFinancingActivites,c_operatingCashFlow,c_capitalExpenditure,e_current_estimated_eps,e_future_estimated_eps,e_current_estim_rev,e_future_estim_rev,price_to_sales,fwd_price_to_sales_diff,est_eps_growth,peRatio,pegRatio,dividend_payout_ratio,est_rev_growth,fcf,fcf_yield,fcf_margin,acid_test,1Y_return,6M_return,div_by_rev_growth,GPRatio,nedDebtToMarketCap,EVGPratio,EVEbitdaRatio,EVRevenue
2019-11-15,PH,0,25249256874,196.65,163.54,152.32,3334511000,46,2479741000.0,854770000,338898000,47521000.0,2.64,612183000,0,18000000.0,3627393000,9103691000,46,5476298000,19568589000,455298000.0,13465797000,6102792000,3909495000,2272004000,4157328000,6096616000,2023714000,46,398786000.0,-113352000,912000,449131000,-50345000.0,2.65545,2.27466,3325808469,3453812166,7.572101838620416,-0.2615546344155648,-0.1433994238264701,74.48863636363636,-5.194486447433443,-0.3344723191048634,0.0384879941804008,499476000.0,0.0197818099159317,0.149789879235666,1.4868923019785785,20.24581142228202,29.10320378151261,-8.690302683406287,0.119593547599633,0.2168894723249905,35.94599117189419,50.19014718474705,9.214411010789888
2022-04-29,FTI,1,3129224000,6.92,8.58,6.89,1555800000,29,1545400000.0,10400000,-34300000,46200000.0,-0.076,107400000,14600000,4000000.0,1203000000,2005100000,29,802100000,10079000000,320300000.0,6588600000,3490400000,1252100000,2528200000,3674800000,3466300000,-8000000,29,-356700000.0,0,-5100000,-329400000,-27300000.0,0.001852,0.040891,1577214895,1701491083,2.011327934181772,-0.1722210289121422,21.07937365010799,-91.05263157894736,-0.0431951314542407,-0.0,0.0787947085675982,-302100000.0,-0.0965415067761208,-0.1941766293868106,1.0287090453902252,-19.34731934731935,0.4354136429608164,-0.0,-0.2198868749196554,0.2563255299077343,378.0119230769231,36.60450651769087,2.5268826327291425
2022-04-29,JKHY,0,13816366885,189.58,156.13,157.74,478260000,29,282339000.0,195921000,84707000,0.0,1.16,156038000,30725000,3000.0,39797000,225103000,29,185306000,2272103000,208405000.0,943495000,1328608000,39797000,222696000,320161000,1328608000,-15026000,29,60074000.0,-35680000,-1711000,104046000,-43972000.0,1.06109,1.00262,476936953,480299577,28.88881964830845,-0.1226754611775113,-0.0551037141053068,163.43103448275863,-29.658805606175868,-0.4212166645023433,0.0070504580927282,148018000.0,0.010713236065025,0.3094927445322628,0.8198781238189536,21.42445398065716,20.1851147457842,-59.743162637443525,0.1898527997323631,0.0134120642237128,71.46591169399912,89.73245545956755,29.276278352778824
2022-04-29,DFS,0,31376340000,112.46,119.46,119.44,2902000000,29,0.0,2902000000,1205000000,-1976000000.0,4.23,1757000000,0,2736000000.0,9625000000,17132000000,29,1512000000,107412000000,0.0,93979000000,13433000000,11256000000,928000000,13873000000,13433000000,-1314000000,29,1683000000.0,-160000000,-1668000000,1734000000,-51000000.0,3.60035,3.76746,2982882443,3178160315,10.81197105444521,-0.9394860662233384,0.0464149318816225,26.586288416075647,5.727960235702122,-0.1327800829875518,0.0654661642661322,1785000000.0,0.0568900005545579,0.6150930392832529,0.8782527211129533,-5.859701992298678,-5.843938379102482,-2.028224571822718,0.5799448656099242,0.0481891769403314,13.398807718814613,22.130529311326125,13.398807718814613
2019-12-10,ESTC,1,5043655195,62.47,69.18,74.22,101106000,40,28761000.0,72345000,-49973000,1684000.0,-0.64,-51961000,38478000,0.0,305246000,41870000,40,-263376000,766789000,48939000.0,333633000,433156000,305246000,78920000,264749000,433156000,-30000,40,-1355000.0,0,16621000,290000,-1645000.0,-0.31415,-0.34842,96429030,107183560,49.884825776907405,-2.8285869749866634,0.1090880152793252,-97.609375,-8.947763395462497,-0.0,0.1115279288819974,1935000.0,0.0003836503339717,0.019138330069432,1.451057416647466,-9.69933506793872,-15.831312314739964,-0.0,0.3671691096473009,-0.0522192715039474,66.07615170364227,-91.99744414079792,47.27987651573596
2019-12-10,NOW,1,50432624759,266.78,173.57,275.36,885833000,71,200793000.0,685040000,40598000,206000.0,0.22,120330000,190099000,12817000.0,622925000,1124330000,71,501405000,4756808000,286724000.0,3327335000,1429473000,1471073000,539416000,2192561000,1429473000,0,71,120109000.0,0,-41256000,210178000,-90069000.0,0.88463,0.87013,885800000,941333645,56.93242942970063,-3.356712650768337,-0.0163910335394459,1212.6363636363635,-739.8169009404354,0.0,0.0626932095281101,300247000.0,0.0059534279929862,0.3389431190754917,0.916959208888601,53.701676557008696,-3.1159209761766564,0.0,0.350187902234394,0.009942076233312,74.35190610621278,423.2862109116596,57.49845598323837
2022-08-26,RCL,1,10789503300,42.3,79.43,68.43,2184242000,57,1679919000.0,504323000,-521582000,6457000.0,-2.05,133800000,0,6490000.0,2102205000,23846018000,57,21743813000,33943245000,664561000.0,30545147000,3398098000,2102205000,565014000,11719382000,3398098000,782422000,57,-476021000.0,0,-40390000,478640000,-954661000.0,-2.19835,0.19786,2105414202,2975503653,4.939701415868755,-1.3135915002846588,-1.090003866536266,-20.634146341463413,0.1893034233633783,-0.0,0.4132628392899954,1433301000.0,0.1328421670717687,0.6562006407714897,0.2275904138972515,-46.74556213017752,-38.18500657606314,-0.0,-0.2179341849483711,2.015274697585013,64.50888874788578,243.14885127055305,14.89455669289392
2022-08-26,IONQ,1,1227484675,6.19,9.98,12.33,2608000,57,742000.0,1866000,-1654000,-46000.0,-0.0084,-17477000,9653000,1259000.0,43968000,4133000,57,-39835000,616992000,10226000.0,24314000,592678000,319255000,1782000,14291000,592678000,0,57,-13716000.0,0,907000,-8605000,-5111000.0,-0.098,-0.1025,2393000,2783250,470.6613017638037,-29.635639318820324,0.0459183673469386,-736.904761904762,-160.48148148148186,-0.0,0.1630798161303802,-3494000.0,-0.0028464713826264,-1.3397239263803682,22.46427821705969,-37.97595190380761,-49.79724249797242,-0.0,-1.5578987730061349,-0.0324525436539564,636.4682073954984,-67.95500801052812,455.3871453220858
2023-06-02,IONQ,1,1857198374,9.22,4.91,3.86,4285000,63,1036000.0,3249000,-27338000,64000.0,-0.14,-26232000,16233000,4231000.0,51901000,6234000,63,-45667000,587922000,12638000.0,35685000,552237000,387867000,1837000,20860000,552237000,0,63,-16161000.0,0,34000,-13815000,-2346000.0,-0.112,-0.132,3794000,4348400,433.4185236872812,-6.319274768138541,0.1785714285714286,-65.85714285714286,-3.6879999999999993,-0.0,0.1461254612546125,-11469000.0,-0.0061754307781878,-2.6765460910151693,18.681879194630877,87.78004073319757,138.86010362694304,-0.0,0.0168028004667444,-0.0245891880153024,557.5658276392736,-69.0580731168039,422.7611141190199
2023-06-02,HIMS,1,1875805425,9.0,3.85,6.76,190770000,63,37345000.0,153425000,-10067000,26182000.0,-0.0486,-8717000,10748000,0.0,48745000,4904000,63,-43841000,376306000,15960000.0,63561000,312745000,184393000,4475000,56283000,312745000,0,63,6973000.0,0,-3412000,9483000,-2510000.0,-0.020626,-0.048481,179077679,204952653,9.83281136971222,-0.6804271602723926,1.3504799767284017,-185.1851851851852,-1.3712545789372208,-0.0,0.1444902242674253,11993000.0,0.0063935202661011,0.0628662787650049,3.3556846649965357,133.76623376623377,33.13609467455622,-0.0,0.0928919641453058,-0.0233718270646327,11.940455760143392,-210.15996615808191,9.60300060282015
2023-06-02,LRCX,0,8226771178,61.37,47.44,44.39,3869569000,68,2263957000.0,1605612000,814008000,-3331000.0,0.6030000000000002,1078002000,429451000,41974000.0,5305648000,5005377000,68,-300271000,19243361000,216455000.0,10835973000,8407388000,5369497000,3262140000,4441329000,8407388000,-2209000,68,1606981000.0,-233977000,-1399000,1726438000,-119457000.0,0.65236,0.50667,3815230187,3129761818,2.1260174396683453,0.5025439833402348,-0.2233276105217979,101.77446102819232,-4.5571821948213,-0.2874382069955086,-0.1796663203535299,1845895000.0,0.224376606576379,0.4770285786349849,1.943480656353087,29.363406408094438,38.2518585266952,1.5998446811284144,0.5262684293780522,-0.0364992526840886,4.936746971248346,7.35295498338593,2.048419391927111
2023-06-02,ABBV,0,241849290000,136.87,143.2,160.48,12225000000,63,3986000000.0,8239000000,239000000,-10000000.0,0.13,5799000000,2292000000,99000000.0,6711000000,62093000000,63,55382000000,134544000000,4460000000.0,121241000000,13303000000,6722000000,11473000000,27590000000,13274000000,-1351000000,63,4018000000.0,-2661000000,-225000000,4193000000,-175000000.0,2.5088,2.83205,12166875707,13538634424,19.78317300613497,-1.9195331126407889,0.1288464604591837,1052.8461538461538,81.71323838419887,-11.133891213389122,0.112745354685491,4368000000.0,0.0180608344973847,0.3573006134969325,0.6594780717651323,-4.420391061452503,-14.712113659022924,-98.75254944602978,0.5161554192229039,0.2289938498475641,36.076136667071246,51.25561131229522,24.313397955010224
2022-10-28,BIO,0,10516686900,354.3,725.61,502.11,680800000,28,307008000.0,373792000,-164232000,3062000.0,-5.53,-155004999,69949000,8000000.0,517943000,1197720000,28,679777000,12058462000,171880000.0,3604857000,8453605000,1855683000,432302000,570677000,8453605000,-113000,28,-16548000.0,0,-8659000,7514000,-24062000.0,2.78211,3.44836,679941333,742255375,15.447542450058757,-1.2789863786392657,0.2394765124312123,-64.06871609403255,-2.6753653393226093,-0.0,0.0916462038350594,31576000.0,0.0030024664897078,0.0463807285546416,4.009246912001009,-51.17211725306983,-29.437772599629564,-0.0,0.0784386016451233,0.0646379422021207,29.953728009160173,-72.23292133952403,16.44603980611046
2022-10-28,FTI,1,4526028000,10.18,7.41,7.37,1733000000,28,1652200000.0,80800000,10700000,3500000.0,0.0238,178800000,19000000,4200000.0,711500000,1366800000,28,655300000,9058900000,513600000.0,5884600000,3174300000,711500000,2502300000,3739000000,3146900000,-51200000,28,181100000.0,0,-64800000,212000000,-30900000.0,0.092184,0.033223,1742085367,1662401267,2.611672244662435,0.1109123020684235,-0.6396012323179727,427.73109243697473,-6.687465108327553,0.0,-0.045740640217432,242900000.0,0.0536673657343701,0.1401615695326024,0.8595346349291254,37.38191632928474,38.12754409769335,-0.0,0.1154645124062319,0.1447847870141324,64.12534653465346,28.97834451901566,2.989802654356607
2022-10-28,LW,0,12307680000,85.47,57.66,63.53,1125600000,61,852300000.0,273300000,231900000,0.0,1.61,157000000,0,0.0,485300000,2764200000,61,2278900000,4409700000,116300000.0,3899700000,510000000,485300000,449500000,780300000,510000000,5800000,61,90900000.0,-35300000,400000,192100000,-101200000.0,0.50429,0.7362,1126494800,1147756833,10.934328358208957,-0.2110813723206117,0.4598742786888495,53.086956521739125,1.1543797725129503,-0.1522207848210435,0.0188745061228866,293300000.0,0.0238306488306488,0.2605721393034826,1.198000768935025,48.23100936524455,34.53486541791279,-8.064888364759122,0.0807569296375266,0.1851608101608101,53.372045371386754,92.90815286624203,12.958937455579246
2023-09-18,LIN,0,188774388660,387.53,264.25,358.1,8204000000,80,4316000000.0,3888000000,1575000000,-4000000.0,3.22,3017000000,35000000,8000000.0,3357000000,17490000000,80,14133000000,78718000000,1020000000.0,37470000000,41248000000,3357000000,4955000000,14552000000,39911000000,-1359000000,80,1291000000.0,-623000000,-10000000,2150000000,-859000000.0,3.49486,3.58213,8703773979,8534592069,23.010042498781083,-0.8913065200949042,0.0249709573487921,120.35093167701862,48.19636267683586,-0.3955555555555555,-0.0194377646303997,3009000000.0,0.0159396622675308,0.3667723061921014,0.5711929631665751,46.652790917691576,8.21837475565483,20.349847993165067,0.1616284739151633,0.0748671474998381,52.18811436728395,67.25468633079218,24.732738744514872
2023-09-18,HIMS,1,1332253877,6.34,5.31,10.31,207912000,80,37754000.0,170158000,-7157000,2066000.0,-0.0343,-6859000,11804000,2173000.0,65417000,5091000,80,-60326000,389884000,16187000.0,69813000,320071000,193142000,3902000,66547000,320071000,0,80,9962000.0,0,-2541000,16826000,-6864000.0,-0.048481,-0.035685,204952653,220079802,6.4077776992189,-0.3542740841983809,-0.2639384501144778,-184.8396501457726,7.003134634821194,-0.0,0.0738080175034377,23690000.0,0.0177818960852609,0.1139424371849628,2.9609749500353133,19.39736346516008,-38.506304558680895,-0.0,0.1046885220670283,-0.0452811592756205,7.474981352625207,-185.43925892987315,6.1176260966178
2023-09-18,CLBT,1,1402274839,7.32,4.085,5.95,76684000,80,13031000.0,63653000,-32348000,0.0,-0.17,7192000,21053000,42661000.0,110502000,13586000,80,-96916000,425893000,28131000.0,408337000,17556000,237258000,61194000,204506000,17556000,0,80,15751000.0,0,5689000,16576000,-825000.0,0.015217,0.02556,72523174,82125800,18.286407060142924,-1.2116895048801446,0.6797003351514753,-43.05882352941176,-0.6334971648912876,-0.0,0.1324076908161796,17401000.0,0.0124091223175687,0.2269182619581659,1.459380164885138,79.19216646266831,23.025210084033613,-0.0,0.4799436649105419,-0.0691134129377329,20.507420530061427,181.5015070912125,17.02257105784779
2023-09-18,CVLT,1,2988092510,67.99,51.09,56.89,198150000,80,35550000.0,162600000,12629000,341000.0,0.29,21233000,31431000,780000.0,274589000,12347000,80,-262242000,741732000,57334000.0,569716000,172016000,274589000,176512000,385765000,172016000,0,80,37890000.0,0,1201000,39037000,-1147000.0,0.64286,0.64276,197185714,195212500,15.079952106989657,0.2269186620440901,-0.0001555548642005,234.44827586206893,-15071.741862070628,0.0,-0.0100068811273011,40184000.0,0.0134480441504135,0.2027958617209184,1.1693673609580963,33.078880407124664,19.511337669186137,-0.0,0.3498410295230885,-0.0877623430741774,16.76414827798278,128.37802053407432,13.756500176633864
2023-09-18,TMDX,1,1921946437,58.93,39.83,75.18,52465000,80,15724000.0,36741000,-1001000,2431000.0,-0.0308,3149000,8291000,2400000.0,582210000,515008000,80,-67202000,690358000,2376000.0,545145000,145213000,582210000,47524000,32017000,145213000,0,80,-7183000.0,0,394013000,-5803000,-1380000.0,-0.13078,-0.16217,42422570,49188380,36.63292551224626,2.440254718531825,0.2400214100015293,-1913.311688311688,-79.714209174069,-0.0,0.1594860943125322,-4423000.0,-0.0023013128331005,-0.0843038215953492,19.668738482681075,47.95380366557872,-21.6147911678638,-0.0,0.0211188411321833,-0.0349655946213031,50.48159922157807,588.9947402349952,35.35203348899266
2021-07-14,GOOGL,0,1707535349985,128.24,78.24,90.95,61880000000,14,26227000000.0,35653000000,18525000000,-613000000.0,1.38,25006000000,7675000000,389000000.0,23630000000,25947000000,14,2317000000,335387000000,6076000000.0,97822000000,237565000000,135863000000,32851000000,55741000000,237565000000,-1042000000,14,16394000000.0,0,-2153000000,21890000000,-5496000000.0,0.96207,1.18668,56190352000,63529340265,27.594301066338076,-0.7163995666159586,0.233465340359849,92.92753623188408,3.980356831067571,0.0,0.1306094018595932,27386000000.0,0.0160383209637449,0.4425662572721396,3.026748712796685,63.90593047034767,41.00054975261133,0.0,0.3889625080801551,0.001356926519864,47.95816200558158,68.37768335539471,27.6317445052521
2021-07-14,QRVO,0,21365354700,192.42,118.43,165.64,1110351000,11,564168000.0,546183000,285626000,16791000.0,2.55,403725000,152079000,0.0,1200245000,1741548000,11,541303000,7271859000,87156000.0,2623465000,4648394000,1200245000,516540000,703708000,4648394000,-1250000,11,276322000.0,0,-19670000,341570000,-65248000.0,2.45225,3.25461,1081447056,1250502437,19.241982670344782,-2.1565663865858724,0.3271933938220003,75.45882352941176,2.306245326287451,0.0,0.1563233077958464,406818000.0,0.019041013159496,0.3663868452408292,2.439626947540741,62.4757240564046,16.167592368993,0.0,0.3858248427749423,0.0253355494257251,40.10864069368692,54.261335562573535,19.72948887333825
2021-05-13,DXCM,1,31335030999,80.99,99.84,78.14,505000000,43,161100000.0,343900000,40300000,0.0,0.15,66900000,109400000,100000.0,733800000,1872500000,43,1138700000,4389800000,158800000.0,2486600000,1903200000,2632600000,443400000,604100000,1903200000,0,43,-71900000.0,0,-7900000,27800000,-99700000.0,0.076944,0.11096,486592572,551669597,62.04956633465346,-5.249207624655526,0.4420877521314203,539.9333333333333,12.213261523988708,0.0,0.1337402762490176,127500000.0,0.0040689284782922,0.2524752475247525,5.091872206588313,-18.880208333333343,3.6472997184540494,0.0,0.0742574257425742,0.0363395204567163,94.42783076184938,485.4070403437967,64.30441781980198
2019-11-22,AMD,1,46524064150,39.15,21.3,32.41,1801000000,55,1024000000.0,777000000,120000000,0.0,0.11,219000000,406000000,24000000.0,1156000000,1073000000,55,-83000000,5253000000,270000000.0,3077000000,2176000000,1209000000,1393000000,1864000000,2176000000,-97000000,55,179000000.0,0,-1000000,234000000,-55000000.0,0.1837,0.30524,1809031752,2107450366,25.832350999444756,-3.756355806113589,0.6616222101252042,355.9090909090909,5.379340134935,0.0,0.1649604069525475,289000000.0,0.00621183908328,0.1604664075513603,1.395922746781116,83.80281690140843,20.79605060166616,0.0,0.3248195446973903,-0.0017840229893157,59.76970933075933,212.059653652968,25.78626549139367
2019-11-22,SJM,0,12292560000,108.4,104.51,124.53,1957800000,22,1203800000.0,754000000,211200000,-1600000.0,1.85,442600000,0,0.0,48800000,5711900000,22,5663100000,16791000000,74700000.0,8695700000,8095300000,48800000,522400000,2310100000,8095300000,-72900000,22,160600000.0,-100100000,1000000,224000000,-63400000.0,2.126,2.2257,1972190944,1972123615,6.278761875574625,-0.0456029059732188,0.0468955785512699,58.5945945945946,12.494694895497314,-0.4739583333333333,-3.4139189313709775e-05,287400000.0,0.0233799957047189,0.1467974256818878,0.2472620232890351,3.722131853411157,-12.952702160122056,13883.116232727847,0.0820308509551537,0.4606932974091646,23.81387267904509,40.56859466787167,9.171345387680049
2022-12-16,CRM,1,126217680000,128.27,253.14,168.2,7837000000,46,2088000000.0,5749000000,210000000,0.0,0.21,1401000000,1280000000,0.0,6076000000,13998000000,46,7922000000,91884000000,3016000000.0,32533000000,59351000000,11918000000,4275000000,18227000000,59351000000,-234000000,46,115000000.0,0,233000000,313000000,-198000000.0,1.21327,1.36217,7827011242,7991370979,16.10535664157203,-0.3111105314015514,0.1227261862569749,610.8095238095239,49.77010550385366,0.0,0.0209990418971216,511000000.0,0.0040485611841383,0.0652035217557738,0.8884073078400175,-49.32843485818124,-23.73959571938168,0.0,0.1780017863978563,0.0627645825846268,23.33269786049748,95.74566738044254,17.116202628556845
2023-06-21,LKQ,0,14712648000,54.98,49.14,54.59,3349000000,82,1977000000.0,1372000000,270000000,58000000.0,1.01,448000000,0,9000000.0,342000000,4029000000,82,3687000000,12508000000,291000000.0,6779000000,5729000000,342000000,1257000000,2412000000,5691000000,41000000,82,153000000.0,-74000000,-25000000,223000000,-70000000.0,0.95976,1.07556,3264423206,3456730889,4.393146610928636,-0.1369147917787705,0.1206551637909478,54.43564356435643,4.511671266608521,-0.2740740740740741,0.0589101568223565,293000000.0,0.0199148379000163,0.08748880262765,0.6629353233830846,11.884411884411875,0.7144165598094769,-4.652407816542464,0.0456852791878172,0.2506007076360421,13.410822157434405,41.07064285714286,5.494072260376232
2023-06-21,GE,1,91236420000,83.78,39.64,55.99,14485000000,82,10729000000.0,3756000000,7506000000,423000000.0,6.76,1548000000,431000000,186000000.0,12001000000,22421000000,82,10420000000,164472000000,2817000000.0,131649000000,32823000000,24815000000,16456000000,48177000000,31652000000,-1805000000,82,-558000000.0,-203000000,-3915000000,-259000000,-299000000.0,0.10951,0.369,13095697570,14762377157,6.298682775284777,-0.1183488744714065,2.369555291754178,12.393491124260356,0.052303025666413,-0.0270450306421529,0.1272692483994191,40000000.0,0.0004384214110987,0.0027614773904038,0.8566535898872906,111.3521695257316,49.633863189855326,-0.2125024778749017,-0.0087676907145322,0.1142087775912294,27.065074547390843,65.6695219638243,7.018047635484985
2023-06-21,VST,1,9379855371,25.15,22.89,22.75,4425000000,82,2591000000.0,1834000000,699000000,366000000.0,1.72,1519000000,0,14000000.0,518000000,12856000000,82,12338000000,31117000000,6854000000.0,25901000000,5216000000,518000000,1488000000,8162000000,5201000000,-482000000,82,951000000.0,-77000000,237000000,1435000000,-484000000.0,0.061936,0.8775,1888912342,2804641995,2.119741326779661,1.2246624822348298,13.167850684577628,14.622093023255813,0.0111043885395673,-0.1101573676680972,0.4847920322392599,1919000000.0,0.2045873762545458,0.4336723163841808,0.2457730948296986,9.873307121013534,10.549450549450544,-0.227226027538611,0.2149152542372881,1.3153720939179714,11.8417968217012,14.297468973666886,4.907989914350282
2022-12-05,META,1,322970340000,122.43,334.49,163.74,27714000000,66,5716000000.0,21998000000,4395000000,-34000000.0,1.64,7839000000,9170000000,77000000.0,14308000000,25900000000,66,11592000000,178894000000,0.0,54800000000,124094000000,41776000000,11227000000,22687000000,124094000000,9758000000,66,316000000.0,0,-1257000000,9691000000,-9375000000.0,1.89647,2.25939,27439470981,31551048476,11.653689110197012,-1.4172514765736963,0.1913660643194986,74.65243902439025,3.9010280788213794,0.0,0.1498417188089009,19066000000.0,0.0590332846044005,0.6879555459334632,2.336271873760303,-63.39800890908547,-25.229021619640896,0.0,0.3422818791946309,0.0358918407182529,15.2087617056096,42.679211634137005,12.071961463520244
2023-05-05,RKLB,1,1846983053,3.85,5.86,4.6,54895000,35,48538000.0,6357000,-45617000,1477000.0,-0.0958,-36540000,23905000,685000.0,208365000,153006000,35,-55359000,990908000,64087000.0,350890000,640018000,398722000,73994000,197295000,640018000,-78000,35,-38059000.0,0,2136000,-25385000,-12674000.0,-0.082833,-0.065067,52853571,61783333,33.64574283632389,-3.751223338646419,-0.2144797363369671,-40.18789144050105,1.8737383832551069,-0.0,0.1689528603469385,-12711000.0,-0.0068820339089489,-0.2315511430913562,2.395985706682886,-34.30034129692833,-16.30434782608695,-0.0,-0.2578376901357136,-0.0299726626674143,281.8348360862042,-49.03185695128626,32.637290336096186
2023-05-05,APP,1,6125383132,17.16,39.46,13.95,715405000,35,261960000.0,453445000,-4518000,10111000.0,-0.0121,199366000,144851000,69400000.0,1245893000,3273940000,35,2028047000,5915840000,164859000.0,4017260000,1898580000,1245893000,637605000,619570000,1898580000,-8327000,35,286465000.0,0,-38191000,288662000,-2197000.0,0.077028,0.078359,694849863,724389212,8.562119543475374,-0.1061913897579227,0.0172794308563119,-1418.1818181818182,-820.7341028618272,-0.0,0.0425118440298231,290859000.0,0.0474842134331981,0.4065655118429421,3.040008392917669,-56.51292448048657,23.01075268817205,-0.0,0.6028976593677707,0.3310890039522837,17.98107848140348,40.89679349538036,11.39694317484502
2023-05-05,NRG,1,7225680000,31.28,42.29,42.24,7722000000,35,8778000000.0,-1056000000,-1335000000,190000000.0,-5.8,-1200000000,0,148000000.0,407000000,12593000000,35,12186000000,29696000000,5528000000.0,26616000000,3080000000,407000000,3519000000,10326000000,3080000000,1677000000,35,-1758000000.0,-87000000,954000000,-1598000000,-160000000.0,1.485,2.46714,2648545378,7726221844,0.9357264957264956,-0.0005113095858995,0.6613737373737374,-5.393103448275863,-0.0815439613567277,0.0651685393258427,1.9171566808624263,-1438000000.0,-0.1990124112886261,-0.1862211862211862,0.3802053069920589,-26.0345235280208,-25.946969696969692,0.0339922865858448,-0.2276612276612276,1.686484870628093,-18.382272727272728,-16.1764,2.5138150738150737
2023-05-05,AVGO,1,260231300000,63.01,58.82,51.52,8733000000,5,2618000000.0,6115000000,3481000000,348000000.0,0.84,5060000000,1312000000,405000000.0,11553000000,39311000000,5,27758000000,71667000000,2077000000.0,49660000000,22007000000,11553000000,3031000000,7511000000,22007000000,0,5,4380000000.0,-1914000000,-7000000,4502000000,-122000000.0,1.01194,1.04328,8702926512,8851433801,29.798614450933243,-0.3987109041654761,0.0309702156254322,75.01190476190476,24.22065951013468,-0.5498419994254524,0.0170640633119481,4624000000.0,0.0177688079796703,0.5294858582388641,1.9416855278924243,7.123427405644335,22.30201863354036,-32.222219841417065,0.6517806023130653,0.1066666461720784,47.095551921504494,56.9148814229249,32.977132714989125
2023-05-05,WDC,1,10737450000,33.45,58.45,36.86,2803000000,35,2517000000.0,286000000,-572000000,13000000.0,-1.79,-230000000,476000000,10000000.0,2220000000,7073000000,35,4853000000,25151000000,693000000.0,24275000000,11611000000,2220000000,1591000000,5261000000,11611000000,0,35,-491000000.0,0,868000000,-381000000,-110000000.0,-1.57132,-2.01936,2703673861,2526246990,3.830699250802712,0.419657124683757,0.2851360639462361,-18.687150837988828,-0.655376614917164,-0.0,-0.0656243615620027,-271000000.0,-0.0252387671188224,-0.0966821262932572,0.7243869986694544,-42.7715996578272,-9.25122083559413,0.0,-0.0053514092044238,0.451969508589097,54.512062937062936,-67.7845652173913,5.562058508740635
2022-05-04,AMCR,0,19483200000,13.12,12.15,12.15,3708000000,34,2977000000.0,731000000,269000000,3000000.0,0.18,551000000,24000000,5000000.0,1077000000,7249000000,34,6172000000,17987000000,583000000.0,13410000000,4577000000,1077000000,2090000000,4424000000,4517000000,597000000,34,148000000.0,-182000000,0,266000000,-118000000.0,0.19692,0.23836,3435357369,3782849451,5.254368932038835,-0.1039657102427371,0.2104407881373145,72.88888888888889,3.463629343629345,-0.6765799256505576,0.1011516545951525,384000000.0,0.0197092880019709,0.1035598705501618,0.715867992766727,7.983539094650196,7.983539094650196,-6.688767755292666,0.0463861920172599,0.3167857436150119,35.09603283173735,46.56116152450091,6.918878101402373
2022-05-04,AAL,0,12759788520,19.62,20.76,19.86,8899000000,34,8848000000.0,51000000,-1635000000,1293000000.0,-2.52,-1051000000,0,8000000.0,376000000,44198000000,34,43822000000,67401000000,1739000000.0,76341000000,-8940000000,13300000000,1537000000,21866000000,-8940000000,-294000000,34,378000000.0,0,-2000000,1185000000,-807000000.0,-2.39392,0.7656,8786959079,13331240827,1.4338452095741094,-0.4767108598474604,-1.319810185804037,-7.7857142857142865,0.0589911668318515,-0.0,0.5171620474323595,1992000000.0,0.1561154400700051,0.2238453758849309,0.6785420287203878,-5.491329479768789,-1.2084592145015027,-0.0,0.0424766827733453,3.434382939130405,1109.4468337254905,-53.83614511893435,6.358218734689291
2021-06-22,OKE,0,24758313390,55.47,33.22,39.38,3194679000,83,2278630000.0,916049000,385901000,-5022000.0,0.87,821572000,0,0.0,402413000,14281227000,83,13878814000,23179929000,172022000.0,17082964000,6096965000,402413000,909972000,2047954000,6096965000,-56492000,83,356583000.0,-416229000,-11988000,533317000,-176734000.0,0.77035,0.74876,2780316115,3025943379,7.749859497620887,0.432155262411408,-0.0280262218472123,63.75862068965517,-22.749631055245885,-1.0785901047159765,0.0883450851774817,710051000.0,0.0286792960738106,0.2222605150627027,0.6408273818650223,66.97772426249247,40.8583037074657,-12.208829756054142,0.111617786951365,0.5605718685831693,42.17801382895456,47.02829136095193,12.09421271745925
2021-06-22,DVN,1,19321580000,28.54,11.34,17.36,1762000000,83,1479000000.0,283000000,213000000,29000000.0,0.33,533000000,0,1000000.0,1878000000,7528000000,83,5650000000,20457000000,334000000.0,11971000000,8486000000,1878000000,1255000000,2945000000,8353000000,-560000000,83,93000000.0,-203000000,-28000000,592000000,-499000000.0,0.32879,0.52103,2049995093,2359040145,10.965709421112372,-2.7752680498825484,0.5846893153684721,86.48484848484848,1.4791590373144683,-0.9530516431924884,0.1507540447561451,1091000000.0,0.056465361528405,0.6191827468785471,1.0638370118845502,151.67548500881833,64.40092165898618,-6.321897662740084,0.0527809307604994,0.2924191499866988,88.23879858657244,46.85099437148217,14.172292849035188
